Event	ID	Name			Wwise Object Path	Notes
	590598450	vo_start_battle			\Default Work Unit\vo_start_battle	
	693799259	vo_gun_damaged			\Default Work Unit\vo_gun_damaged	
	825236543	vo_gun_destroyed			\Default Work Unit\vo_gun_destroyed	
	1107412350	vo_gunner_killed			\Default Work Unit\vo_gunner_killed	
	1396083645	vo_fire_started			\Default Work Unit\vo_fire_started	
	1641781602	vo_fuel_tank_damaged			\Default Work Unit\vo_fuel_tank_damaged	
	1781671118	vo_loader_killed			\Default Work Unit\vo_loader_killed	
	3616464105	vo_fire_stopped			\Default Work Unit\vo_fire_stopped	
	4011208105	vo_gun_functional			\Default Work Unit\vo_gun_functional	
	4148607935	vo_engine_functional			\Default Work Unit\vo_engine_functional	

Game Parameter	ID	Name			Wwise Object Path	Notes
	5189176	RTPC_ext_menu_volume_voice_gui			\Default Work Unit\RTPC_ext_menu_volume_voice_gui	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	183309385	start_battle_10	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_10_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_10		6977
	184352978	fuel_tank_damaged_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fuel_tank_damaged_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fuel_tank_damaged\fuel_tank_damaged_01		25787
	185296932	fuel_tank_damaged_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fuel_tank_damaged_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fuel_tank_damaged\fuel_tank_damaged_03		26950
	186634365	gun_destroyed_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_destroyed_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_destroyed\gun_destroyed_03		11763
	203469618	gun_destroyed_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_destroyed_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_destroyed\gun_destroyed_02		16027
	246892649	start_battle_29	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_29_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_29		16713
	271632648	start_battle_15	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_15_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_15		8943
	278921024	start_battle_45	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_45_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_45		5978
	282368329	start_battle_42	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_42_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_42		11036
	306292629	start_battle_51	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_51_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_51		7943
	318451038	start_battle_46	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_46_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_46		17487
	319960662	start_battle_55	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_55_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_55		8943
	332320911	start_battle_27	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_27_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_27		17174
	348674806	gun_functional_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_functional_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_functional\gun_functional_02		23571
	351778611	start_battle_43	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_43_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_43		9415
	355529635	start_battle_07	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_07_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_07		17174
	393360773	fire_started_06	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_06_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_06		19147
	397154426	engine_functional_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\engine_functional_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_engine_functional\engine_functional_03		29239
	404792107	start_battle_05	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_05_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_05		5978
	413595419	start_battle_25	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_25_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_25		5978
	416752234	fuel_tank_damaged_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fuel_tank_damaged_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fuel_tank_damaged\fuel_tank_damaged_04		26830
	429840941	start_battle_39	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_39_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_39		5828
	432135941	start_battle_47	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_47_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_47		17174
	453006997	fire_started_08	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_08_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_08		24182
	454775431	start_battle_19	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_19_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_19		5828
	455207258	start_battle_16	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_16_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_16		9367
	457061953	start_battle_34	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_34_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_34		9245
	467157231	start_battle_12	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_12_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_12		8239
	528284343	start_battle_24	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_24_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_24		5840
	533608475	start_battle_35	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_35_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_35		8943
	535323505	loader_killed_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\loader_killed_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_loader_killed\loader_killed_01		12887
	543280316	gun_destroyed_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_destroyed_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_destroyed\gun_destroyed_01		15740
	565442456	start_battle_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_03		9415
	570513912	gun_functional_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_functional_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_functional\gun_functional_04		24847
	579703808	fire_started_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_01		17258
	583093215	gun_functional_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_functional_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_functional\gun_functional_03		27838
	586801654	start_battle_08	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_08_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_08		18420
	588369670	fire_stopped_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_stopped_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_stopped\fire_stopped_03		8888
	590114360	start_battle_50	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_50_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_50		6977
	590641722	start_battle_53	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_53_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_53		7377
	591611362	start_battle_23	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_23_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_23		9415
	593410150	start_battle_49	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_49_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_49		16713
	609348742	start_battle_54	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_54_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_54		9245
	612422673	engine_functional_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\engine_functional_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_engine_functional\engine_functional_04		29114
	636166867	start_battle_56	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_56_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_56		9367
	641366230	start_battle_41	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_41_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_41		8029
	660218744	gun_damaged_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_damaged_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_damaged\gun_damaged_04		32848
	670069157	gunner_killed_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gunner_killed_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gunner_killed\gunner_killed_01		26317
	703141202	start_battle_14	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_14_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_14		9245
	743317535	fire_stopped_05	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_stopped_05_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_stopped\fire_stopped_05		11126
	754377109	start_battle_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_02		11036
	767220716	fire_stopped_01	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_stopped_01_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_stopped\fire_stopped_01		8580
	768515370	start_battle_11	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_11_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_11		7943
	773165737	start_battle_20	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_20_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_20		6211
	774442769	start_battle_37	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_37_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_37		8723
	775232831	fuel_tank_damaged_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fuel_tank_damaged_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fuel_tank_damaged\fuel_tank_damaged_02		25845
	784839412	start_battle_52	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_52_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_52		8239
	829496203	start_battle_40	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_40_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_40		6211
	831057071	gun_damaged_03	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\gun_damaged_03_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_gun_damaged\gun_damaged_03		29523
	831853501	start_battle_09	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_09_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_09		16713
	844853441	fire_started_02	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_02_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_02		14974
	878327465	start_battle_48	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_48_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_48		18420
	898814309	start_battle_17	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_17_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_17		8723
	912063261	fire_started_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\fire_started_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_fire_started\fire_started_04		10227
	915917319	start_battle_44	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_44_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_44		5840
	920406285	start_battle_26	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_26_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_26		17487
	923509528	start_battle_38	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_38_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_38		11039
	956301576	start_battle_18	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_18_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_18		11039
	962006731	loader_killed_04	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\loader_killed_04_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_loader_killed\loader_killed_04		21518
	968650227	start_battle_28	F:\Tanks Stuff\RelHaxSoundMod\ingame voice\Base Pack\RelHaxCen\RelHax_2\.cache\Windows\Voices\English(UK)\start_battle_28_E843A46D.wem		\Actor-Mixer Hierarchy\Default Work Unit\voice_gui\vo_start_battle\start_battle_28		18420
